ID;Festival;Recinto;Productora/ organizadora;Tiquetera ;Fecha;Numero_asistentes;Tipo_artista;Artista;Rango_precios ;Preventas_realizadas ;Cancelado;Cambio_recinto;
27;Festival CL. Rock ;Hipodromo Chile;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado, no hubo asistentes.;Nacional ;Chances ;$51.040- $135.720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido. ;Si. Del Estadio Santa Laura al Hipodromo Chile. ;
27;Festival CL. Rock ;Hipodromo Chile;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado, no hubo asistentes.;Nacional ;Weight of Emptiness ;$51.040- $135.720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido. ;Si. Del Estadio Santa Laura al Hipodromo Chile. ;
27;Festival CL. Rock ;Hipodromo Chile;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado, no hubo asistentes.;Nacional ;Necrodemon ;$51.040- $135.720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido. ;Si. Del Estadio Santa Laura al Hipodromo Chile. ;
27;Festival CL. Rock ;Hipodromo Chile;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado, no hubo asistentes.;Nacional ;Overtoun ;$51.040- $135.720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido. ;Si. Del Estadio Santa Laura al Hipodromo Chile. ;
27;Festival CL. Rock ;Hipodromo Chile;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado, no hubo asistentes.;Nacional ;We Are The Monster;$51.040- $135.720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido. ;Si. Del Estadio Santa Laura al Hipodromo Chile. ;
27;Festival CL. Rock ;Hipodromo Chile;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado, no hubo asistentes.;Nacional ;Gangrena ;$51.040- $135.720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido. ;Si. Del Estadio Santa Laura al Hipodromo Chile. ;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional;Isabella Serafini;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional;Flak;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional;Rod Valdes;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional (latinoamericano) ; ostil;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional (latinoamericano) ; wnboss;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Tini Gessler ;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Jonas Blue;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Don Diablo;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional ;Lorelei;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Alan Walker;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Swedish House Mafia;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional ;Alessandra Jamarne;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional ;DJ Tweeter;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Enzo Siragusa;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Archie H+I473:I489amilton;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional;DJ Tennis;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional;Dennis Cruz ;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional ;Matias Rivera;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Pawsa;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Green Velvet;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional;Diegors ;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional;Beto;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional;Xzyko;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional;Deeplnsss;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Moritz Hofbauer;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Adiel;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Anfisa Letyago;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Nina Kraviz;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional ;Richie Hawtin;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional;Snpr Bss;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional;Ignition Ross;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional ;Sick Bastards;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional ;Stormerz;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional ;Layz;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional ;Kayzo;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional ;DJ Isaac;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional ;Hard Driver;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional ;Rooler;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional;Krespo;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional ;Jakuna ;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional;Pai;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional;Kvm ;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional (latinoamericano);Cat Dealers;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Ran-D;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Outsider;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Steve Aoki;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Fisher;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Alesso;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional ;Nico Rozas ;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional ;Alonso Bierg ;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Kilimanjaro;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Mita Gami;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Laoulu;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Themba;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Ameme;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional;Saulo;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional ;Bailarllorar ;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional ;Sara ;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional ;Kata Schwarz;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional ;Nsperger;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional;Delia ;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional ;Victoria (de M neskin);$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional ;DJ Stingray 313;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Helena Hauff ;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Marcel Dettmann;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Sara Landry;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional;Camilo Gil;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional ;Manu Gonzalez;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional ;Melanie Ribbe;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional ;Franky Wah;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional ;Ilario Alicante;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional ;K lsch;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional ;Paco Osuna;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional;Enemigo;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional;Andrea Paz;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional;Kamila Govor?in;$114.700- $369.563;1;No;No;
28;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional;Potenciometro ;$114.700- $369.563;1;No;No;
29;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile  ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional;La Descendencia Chilena;$8.000- $16.000;2;No;No;
29;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile  ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional ;Los Peregrinos del Amor;$8.000- $16.000;2;No;No;
29;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile  ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional;Los Charros de Luchito y Rafael;$8.000- $16.000;2;No;No;
29;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile  ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional;La Gran Magia Tropical;$8.000- $16.000;2;No;No;
29;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile  ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional;Los Dinos de Chile;$8.000- $16.000;2;No;No;
29;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile  ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional;Banda Tropikal de Vallenar;$8.000- $16.000;2;No;No;
29;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile  ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional;Amerika'n Sound;$8.000- $16.000;2;No;No;
29;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile  ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional ;Los Talismanes del Ritmo y del Amor;$8.000- $16.000;2;No;No;
29;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile  ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional ; lex y el Clan Azabache;$8.000- $16.000;2;No;No;
29;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile  ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional ;Los Rancheros del R o Maule;$8.000- $16.000;2;No;No;
29;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile  ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional ;Tejanos de Rauco;$8.000- $16.000;2;No;No;
29;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile  ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional ;Grupo Leon;$8.000- $16.000;2;No;No;
29;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile  ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional;Sebastian Almendras;$8.000- $16.000;2;No;No;
30;Piknic Electronik 9  temporada ;Parque Padre Hurtado ;Glovox;PuntoTicket ;23-11-2024;Sin datos ;Internacional;Gui Boratto;$14.250- $253.000;4;No;No;
30;Piknic Electronik 9  temporada ;Parque Padre Hurtado ;Glovox;PuntoTicket ;23-11-2024;Sin datos ;Internacional;Spencer Parker ;$14.250- $253.000;4;No;No;
30;Piknic Electronik 9  temporada ;Parque Padre Hurtado ;Glovox;PuntoTicket ;23-11-2024;Sin datos ;Internacional (latinoamericano);Daga ;$14.250- $253.000;4;No;No;
30;Piknic Electronik 9  temporada ;Parque Padre Hurtado ;Glovox;PuntoTicket ;23-11-2024;Sin datos ;Nacional ;Michelle Tijoux ;$14.250- $253.000;4;No;No;
30;Piknic Electronik 9  temporada ;Parque Padre Hurtado ;Glovox;PuntoTicket ;23-11-2024;Sin datos ;Nacional ;Sepha ;$14.250- $253.000;4;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Internacional;Arapu;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Internacional;Ben Sterling;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Internacional (latinoamericano);Franco Cinelli;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Internacional;Marco Carola;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Internacional;Mason Collective;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Internacional;Monolink;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Luciano;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Ale Castro;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Alonso Bierg ;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Andre Butano ;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;David Schaffer ;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;De la Maza;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Delphie;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Dominique Tijoux;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Fco Martinez;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Flaco Ureta;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Gianni;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Gonzalo Mu oz;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Jeremias Lihn ;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Josefina Diaz;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Luka Kuhnow;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Lunik;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Martina Chellew;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Matias Alfonso;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Ma ungo;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Marcelo Medel;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Nas-T;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Nico Ferrada;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Nico Figueroa ;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Nico Rothmann;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Paula Burgos;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Seba Palma;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Soul & Sense;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Superlativo;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;UHMO;$34.500- $115.000;3;No;No;
31;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos, se esperaba convocar a 15 mil personas.;Nacional;Youngs;$34.500- $115.000;3;No;No;
32;Festival Shop Motor Rock ;Espacio Caren;Producciones Metatron;PuntoTicket;30-11-2024;Sin datos ;Nacional;Kuervos del Sur;$14.000 en promedio ;2;No;No;
32;Festival Shop Motor Rock ;Espacio Caren;Producciones Metatron;PuntoTicket;30-11-2024;Sin datos ;Nacional ;Larrea Trip;$14.000 en promedio ;2;No;No;
32;Festival Shop Motor Rock ;Espacio Caren;Producciones Metatron;PuntoTicket;30-11-2024;Sin datos ;Nacional;Black Dog (tibuto a Led Zeppelin);$14.000 en promedio ;2;No;No;
