Hipodromo;Festival;Recinto;Productora/ organizadora;Tiquetera ;Fecha;Numero_asistentes;Tipo_artista;Artista;Precio_minimo;Precio_maximo;Preventas_realizadas ;Cancelado;Cambio_recinto
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Internacional;Ben Sterling;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Internacional (latinoamericano);Franco Cinelli;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Internacional;Marco Carola;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Internacional;Mason Collective;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Internacional;Monolink;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Luciano;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Ale Castro;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Alonso Bierg ;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Andre Butano ;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;David Schaffer ;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;De la Maza;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Delphie;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Dominique Tijoux;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Fco Martinez;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Flaco Ureta;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Gianni;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Gonzalo Mu oz;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Jeremias Lihn ;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Josefina Diaz;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Luka Kuhnow;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Lunik;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Martina Chellew;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Matias Alfonso;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Ma ungo;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Marcelo Medel;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Nas-T;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Nico Ferrada;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Nico Figueroa ;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Nico Rothmann;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Paula Burgos;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Seba Palma;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Soul & Sense;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Superlativo;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;UHMO;34500;115000;3;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Nacional;Youngs;34500;115000;3;No;No
34;Festival Shop Motor Rock ;Espacio Caren;Producciones Metatron;PuntoTicket;30-11-2024;Sin datos ;Nacional;Kuervos del Sur;14000;14000;2;No;No
34;Festival Shop Motor Rock ;Espacio Caren;Producciones Metatron;PuntoTicket;30-11-2024;Sin datos ;Nacional ;Larrea Trip;14000;14000;2;No;No
34;Festival Shop Motor Rock ;Espacio Caren;Producciones Metatron;PuntoTicket;30-11-2024;Sin datos ;Nacional;Black Dog (tibuto a Led Zeppelin);14000;14000;2;No;No
34;Festival Shop Motor Rock ;Espacio Caren;Producciones Metatron;PuntoTicket;30-11-2024;Sin datos ;Nacional;Queen Milk;14000;14000;2;No;No
34;Festival Shop Motor Rock ;Espacio Caren;Producciones Metatron;PuntoTicket;30-11-2024;Sin datos ;Nacional;Highway Star (tributo a Deep Purple);14000;14000;2;No;No
34;Festival Shop Motor Rock ;Espacio Caren;Producciones Metatron;PuntoTicket;30-11-2024;Sin datos ;Nacional ;Sanpateste;14000;14000;2;No;No
34;Festival Shop Motor Rock ;Espacio Caren;Producciones Metatron;PuntoTicket;01-12-2024;Cancelado. No hubo asistentes;Nacional;Brain Damage (tributo a Pink Floyd);14000;14000;2;Si. Se cancelo en senal de respeto tras la muerte de un motociclista ;No
34;Festival Shop Motor Rock ;Espacio Caren;Producciones Metatron;PuntoTicket;01-12-2024;Cancelado. No hubo asistentes;Nacional;Hermanos Ilabaca;14000;14000;2;Si. Se cancelo en senal de respeto tras la muerte de un motociclista ;No
34;Festival Shop Motor Rock ;Espacio Caren;Producciones Metatron;PuntoTicket;01-12-2024;Cancelado. No hubo asistentes;Nacional;Cler Canifru;14000;14000;2;Si. Se cancelo en senal de respeto tras la muerte de un motociclista ;No
34;Festival Shop Motor Rock ;Espacio Caren;Producciones Metatron;PuntoTicket;01-12-2024;Cancelado. No hubo asistentes;Nacional;Ballbreaker (tributo a AC/DC);14000;14000;2;Si. Se cancelo en senal de respeto tras la muerte de un motociclista ;No
34;Festival Shop Motor Rock ;Espacio Caren;Producciones Metatron;PuntoTicket;01-12-2024;Cancelado. No hubo asistentes;Nacional;Sanpateste;14000;14000;2;Si. Se cancelo en senal de respeto tras la muerte de un motociclista ;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional;Polim  Westcoast;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional;El Jordan 23;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional;Marcianeke;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional ;Harry Nach;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional ;Ithan NY;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional ;FloyyMenor;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional ;King Savagge;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional ;Nickoog CLK;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional;Balbi El Chamaco;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional;Ben Bulgari;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional ;Loyaltty;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional;Aqua VS;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional;El Bai;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional;Tunechikidd;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional;Lizz;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional;Sim n la letra;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional ;Aurabae;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional ;Ceaese;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional ;Kuina;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional ;Kidd Tetoon;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional ;Akatumami;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional;Martin White;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional;Carlitos Jr;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional ;Kya;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional;Benji Gramitos;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional;Forest;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
35;Asi Somos Fest;Estadio Nacional ;Cebra Entertainment;Ticketmaster ;14-12-2024;Cancelado. No hubo asistentes;Nacional;Marlon Breeze;25630;97405;0;Si. Se cancelo por baja venta de entradas;No
36;Piknic Electronik 9  temporada ;Parque Padre Hurtado ;Glovox ;PuntoTicket;14-12-2024;Sin datos ;Nacional;Sirenes Music;14250;253000;4;No;No
36;Piknic Electronik 9  temporada ;Parque Padre Hurtado ;Glovox ;PuntoTicket;14-12-2024;Sin datos ;Nacional;Miss Javi;14250;253000;4;No;No
36;Piknic Electronik 9  temporada ;Parque Padre Hurtado ;Glovox ;PuntoTicket;14-12-2024;Sin datos ;Internacional;Tiefschwartz;14250;253000;4;No;No
36;Piknic Electronik 9  temporada ;Parque Padre Hurtado ;Glovox ;PuntoTicket;14-12-2024;Sin datos ;Internacional (latinoamericano);Curol;14250;253000;4;No;No
36;Piknic Electronik 9  temporada ;Parque Padre Hurtado ;Glovox ;PuntoTicket;14-12-2024;Sin datos ;Internacional ;Maya Jane Coles;14250;253000;4;No;No
37;Santiago Rocks 2024;Hipodromo Chile ;Iguana Producciones;PuntoTicket;15-12-2024;Sin datos ;Nacional;Los Tres;34500;92000;1;No;No
37;Santiago Rocks 2024;Hipodromo Chile ;Iguana Producciones;PuntoTicket;15-12-2024;Sin datos ;Internacional (latinoamericano);Los Fabulosos Cadillacs;34500;92000;1;No;No
37;Santiago Rocks 2024;Hipodromo Chile ;Iguana Producciones;PuntoTicket;15-12-2024;Sin datos ;Internacional (latinoamericano);Virus;34500;92000;1;No;No
37;Santiago Rocks 2024;Hipodromo Chile ;Iguana Producciones;PuntoTicket;15-12-2024;Sin datos ;Internacional (latinoamericano);Miguel Mateos;34500;92000;1;No;No
37;Santiago Rocks 2024;Hipodromo Chile ;Iguana Producciones;PuntoTicket;15-12-2024;Sin datos ;Nacional;Claudio Narea;34500;92000;1;No;No
37;Santiago Rocks 2024;Hipodromo Chile ;Iguana Producciones;PuntoTicket;15-12-2024;Sin datos ;Internacional (latinoamericano);Bahiano;34500;92000;1;No;No
37;Santiago Rocks 2024;Hipodromo Chile ;Iguana Producciones;PuntoTicket;15-12-2024;Sin datos ;Nacional;Upa!;34500;92000;1;No;No
37;Santiago Rocks 2024;Hipodromo Chile ;Iguana Producciones;PuntoTicket;15-12-2024;Sin datos ;Nacional;Banda 69;34500;92000;1;No;No
