Hipodromo;Festival;Recinto;Productora/ organizadora;Tiquetera ;Fecha;Numero_asistentes;Tipo_artista;Artista;Precio_minimo;Precio_maximo;Preventas_realizadas ;Cancelado;Cambio_recinto
27;Knotfest Chile 2024;Parque Estadio Nacional;Fenix Entertainment Chile y Basic Sound;PuntoTicket ;02-11-2024;Mas de 30 mil ;Internacional;Orbit Culture;75800;285500;2;No;No
27;Knotfest Chile 2024;Parque Estadio Nacional;Fenix Entertainment Chile y Basic Sound;PuntoTicket ;02-11-2024;Mas de 30 mil ;Internacional;BABY METAL;75800;285500;2;No;No
27;Knotfest Chile 2024;Parque Estadio Nacional;Fenix Entertainment Chile y Basic Sound;PuntoTicket ;02-11-2024;Mas de 30 mil ;Internacional;Mudvayne;75800;285500;2;No;No
27;Knotfest Chile 2024;Parque Estadio Nacional;Fenix Entertainment Chile y Basic Sound;PuntoTicket ;02-11-2024;Mas de 30 mil ;Internacional;POPPY;75800;285500;2;No;No
27;Knotfest Chile 2024;Parque Estadio Nacional;Fenix Entertainment Chile y Basic Sound;PuntoTicket ;02-11-2024;Mas de 30 mil ;Internacional;Amon Amarth;75800;285500;2;No;No
27;Knotfest Chile 2024;Parque Estadio Nacional;Fenix Entertainment Chile y Basic Sound;PuntoTicket ;02-11-2024;Mas de 30 mil ;Nacional;Rama;75800;285500;2;No;No
27;Knotfest Chile 2024;Parque Estadio Nacional;Fenix Entertainment Chile y Basic Sound;PuntoTicket ;02-11-2024;Mas de 30 mil ;Nacional;Nico Borie ;75800;285500;2;No;No
27;Knotfest Chile 2024;Parque Estadio Nacional;Fenix Entertainment Chile y Basic Sound;PuntoTicket ;02-11-2024;Mas de 30 mil ;Nacional;SVVVNT;75800;285500;2;No;No
27;Knotfest Chile 2024;Parque Estadio Nacional;Fenix Entertainment Chile y Basic Sound;PuntoTicket ;02-11-2024;Mas de 30 mil ;Nacional;Mawiza ;75800;285500;2;No;No
28;Festival Fauna Primavera 2024;Parque Ciudad Empresarial;Lotus y Fauna ;LiveTickets;08-11-2024;Sin datos ;Nacional;Chini.PNG;90300;287500;1;No;No
28;Festival Fauna Primavera 2024;Parque Ciudad Empresarial;Lotus y Fauna ;LiveTickets;08-11-2024;Sin datos ;Nacional ;Francisco Victoria;90300;287500;1;No;No
28;Festival Fauna Primavera 2024;Parque Ciudad Empresarial;Lotus y Fauna ;LiveTickets;08-11-2024;Sin datos ;Internacional (latinoamericano) ;Usted Se  lemelo ;90300;287500;1;No;No
28;Festival Fauna Primavera 2024;Parque Ciudad Empresarial;Lotus y Fauna ;LiveTickets;08-11-2024;Sin datos ;Internacional;Lianne La Havas ;90300;287500;1;No;No
28;Festival Fauna Primavera 2024;Parque Ciudad Empresarial;Lotus y Fauna ;LiveTickets;08-11-2024;Sin datos ;Internacional ;Jerry Cantrell;90300;287500;1;No;No
28;Festival Fauna Primavera 2024;Parque Ciudad Empresarial;Lotus y Fauna ;LiveTickets;08-11-2024;Sin datos ;Internacional ;Air;90300;287500;1;No;No
28;Festival Fauna Primavera 2024;Parque Ciudad Empresarial;Lotus y Fauna ;LiveTickets;08-11-2024;Sin datos ;Internacional ;The Smashing Pumpkins;90300;287500;1;No;No
28;Festival Fauna Primavera 2024;Parque Ciudad Empresarial;Lotus y Fauna ;LiveTickets;09-11-2024;Sin datos ;Nacional ;Estoy Bien;90300;287500;1;No;No
28;Festival Fauna Primavera 2024;Parque Ciudad Empresarial;Lotus y Fauna ;LiveTickets;09-11-2024;Sin datos ;Internacional (latinoamericano) ;Las Ligas Menores;90300;287500;1;No;No
28;Festival Fauna Primavera 2024;Parque Ciudad Empresarial;Lotus y Fauna ;LiveTickets;09-11-2024;Sin datos ;Internacional ;Nation of Language;90300;287500;1;No;No
28;Festival Fauna Primavera 2024;Parque Ciudad Empresarial;Lotus y Fauna ;LiveTickets;09-11-2024;Sin datos ;Internacional ;The Magic Numbers ;90300;287500;1;No;No
28;Festival Fauna Primavera 2024;Parque Ciudad Empresarial;Lotus y Fauna ;LiveTickets;09-11-2024;Sin datos ;Internacional (latinoamericano) ;Sofia Kourtesis;90300;287500;1;No;No
28;Festival Fauna Primavera 2024;Parque Ciudad Empresarial;Lotus y Fauna ;LiveTickets;09-11-2024;Sin datos ;Internacional ;Dinosaur Jr. ;90300;287500;1;No;No
28;Festival Fauna Primavera 2024;Parque Ciudad Empresarial;Lotus y Fauna ;LiveTickets;09-11-2024;Sin datos ;Nacional ;D nver;90300;287500;1;No;No
28;Festival Fauna Primavera 2024;Parque Ciudad Empresarial;Lotus y Fauna ;LiveTickets;09-11-2024;Sin datos ;Internacional ;The Kooks;90300;287500;1;No;No
28;Festival Fauna Primavera 2024;Parque Ciudad Empresarial;Lotus y Fauna ;LiveTickets;09-11-2024;Sin datos ;Internacional ;Boy Harsher;90300;287500;1;No;No
28;Festival Fauna Primavera 2024;Parque Ciudad Empresarial;Lotus y Fauna ;LiveTickets;09-11-2024;Sin datos ;Internacional ;Franz Ferdinand;90300;287500;1;No;No
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Internacional ;Mushroomhead ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Internacional ;Dope ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Internacional ;Ne Obliviscaris ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Internacional ;Static-X ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Internacional ;Samael ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Internacional ;The Pineapple Thief ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Internacional ;Satyricon ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Internacional ;Hypocrisy;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Internacional ;Katatonia ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Internacional ;Alestorm ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Internacional ;Cattle Decapitation ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Internacional ;Enslaved ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Internacional ;Tiamat ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Internacional ;Watain ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Internacional ;Unleashed ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Internacional ;Asphyx ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Internacional ;Incantation ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Internacional ;Belphegor ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Internacional ;Chelsea Grin ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Internacional ;Infected Rain ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Internacional ;Gr  ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Nacional ;Undercroft ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Nacional ;Chances ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Nacional ;Weight of Emptiness ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Nacional ;Necrodemon ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Nacional ;Overtoun ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Nacional ;We Are The Monster;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
29;Festival CL. Rock ;Hipodromo Chile ;Spider Prod ;PuntoTicket ;10-11-2024;Cancelado. No hubo asistentes;Nacional ;Gangrena ;51040;135720;3;Si. Spider Prod declaro que no iban a lograr brindar lo prometido ;Si. Del Estadio Santa Laura al Hipodromo Chile
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional;Isabella Serafini;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional;Flak;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional;Rod Valdes;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional (latinoamericano) ; ostil;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional (latinoamericano) ; wnboss;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Tini Gessler ;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Jonas Blue;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Don Diablo;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional ;Lorelei;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Alan Walker;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Swedish House Mafia;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional ;Alessandra Jamarne;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional ;DJ Tweeter;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Enzo Siragusa;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Archie H+I473:I489amilton;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional;DJ Tennis;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional;Dennis Cruz ;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional ;Matias Rivera;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Pawsa;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Green Velvet;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional;Diegors ;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional;Beto;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional;Xzyko;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional;Deeplnsss;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Moritz Hofbauer;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Adiel;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Anfisa Letyago;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional;Nina Kraviz;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional ;Richie Hawtin;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional;Snpr Bss;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional;Ignition Ross;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional ;Sick Bastards;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Nacional ;Stormerz;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional ;Layz;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional ;Kayzo;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional ;DJ Isaac;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional ;Hard Driver;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;16-11-2024;Sin datos ;Internacional ;Rooler;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional;Krespo;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional ;Jakuna ;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional;Pai;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional;Kvm ;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional (latinoamericano);Cat Dealers;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Ran-D;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Outsider;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Steve Aoki;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Fisher;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Alesso;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional ;Nico Rozas ;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional ;Alonso Bierg ;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Kilimanjaro;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Mita Gami;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Laoulu;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Themba;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Ameme;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional;Saulo;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional ;Bailarllorar ;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional ;Sara ;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional ;Kata Schwarz;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional ;Nsperger;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional;Delia ;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional ;Victoria (de M neskin);114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional ;DJ Stingray 313;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Helena Hauff ;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Marcel Dettmann;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional;Sara Landry;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional;Camilo Gil;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional ;Manu Gonzalez;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional ;Melanie Ribbe;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional ;Franky Wah;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional ;Ilario Alicante;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional ;K lsch;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Internacional ;Paco Osuna;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional;Enemigo;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional;Andrea Paz;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional;Kamila Govor?in;114700;369563;1;No;No
30;Creamfields 2024;Club Hipico ;Street Machine ;PuntoTicket ;17-11-2024;Sin datos ;Nacional;Potenciometro ;114700;369563;1;No;No
31;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional;La Descendencia Chilena;8000;16000;2;No;No
31;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional ;Los Peregrinos del Amor;8000;16000;2;No;No
31;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional;Los Charros de Luchito y Rafael;8000;16000;2;No;No
31;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional;La Gran Magia Tropical;8000;16000;2;No;No
31;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional;Los Dinos de Chile;8000;16000;2;No;No
31;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional;Banda Tropikal de Vallenar;8000;16000;2;No;No
31;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional;Amerika'n Sound;8000;16000;2;No;No
31;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional ;Los Talismanes del Ritmo y del Amor;8000;16000;2;No;No
31;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional ;Alex y el Clan Azabache;8000;16000;2;No;No
31;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional ;Los Rancheros del R o Maule;8000;16000;2;No;No
31;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional ;Tejanos de Rauco;8000;16000;2;No;No
31;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional ;Grupo Leon;8000;16000;2;No;No
31;Festival Gran Rancherazo Nacional 2024;Hipodromo Chile ;Sin datos ;Tu Acceso ;17-11-2024;Sin datos ;Nacional;Sebastian Almendras;8000;16000;2;No;No
32;Piknic Electronik 9  temporada ;Parque Padre Hurtado ;Glovox;PuntoTicket ;23-11-2024;Sin datos ;Internacional;Gui Boratto;14250;253000;4;No;No
32;Piknic Electronik 9  temporada ;Parque Padre Hurtado ;Glovox;PuntoTicket ;23-11-2024;Sin datos ;Internacional;Spencer Parker ;14250;253000;4;No;No
32;Piknic Electronik 9  temporada ;Parque Padre Hurtado ;Glovox;PuntoTicket ;23-11-2024;Sin datos ;Internacional (latinoamericano);Daga ;14250;253000;4;No;No
32;Piknic Electronik 9  temporada ;Parque Padre Hurtado ;Glovox;PuntoTicket ;23-11-2024;Sin datos ;Nacional ;Michelle Tijoux ;14250;253000;4;No;No
32;Piknic Electronik 9  temporada ;Parque Padre Hurtado ;Glovox;PuntoTicket ;23-11-2024;Sin datos ;Nacional ;Sepha ;14250;253000;4;No;No
33;Magik Garden 2024;Parque Fisa (hoy Hacienda Lo Aguirre);Luciano (DJ y productor suizo-chileno) y Sunshine Group ;Ticketmaster ;30-11-2024;Sin datos. Se esperaba convocar a 15 mil personas;Internacional;Arapu;34500;115000;3;No;No
